input_length,config,runs,mean_acc,std_acc
51,INT 2-8-2-4,5,94.91420000000001,1.747310275823954
21,INT 8-8-4-2,5,94.90299999999999,1.8284842082993185
21,INT 8-4-4-2,5,94.89059999999999,1.872862194610166
81,INT 2-4-8-4,5,94.8868,1.6821341206931089
21,INT 8-8-8-2,5,94.8818,1.8723585927914586
81,INT 2-8-4-2,5,94.8804,1.3636734579803151
21,INT 8-8-2-2,5,94.8794,1.746269538187041
81,INT 2-4-8-8,5,94.8776,1.6102114146906266
51,INT 2-4-2-2,5,94.87,1.6581379616907674
81,INT 2-4-8-2,5,94.8584,1.5889143463384057
81,INT 2-4-2-4,5,94.851,1.5518279543815383
81,INT 2-4-2-8,5,94.84700000000001,1.5331404045292134
21,INT 8-8-2-4,5,94.82820000000001,1.7049183851434078
21,INT 8-8-2-8,5,94.8226,1.771334892108208
21,INT 8-4-2-4,5,94.8222,1.7069969830084588
21,INT 8-4-2-2,5,94.82079999999999,1.7165754279960979
81,INT 2-8-8-2,5,94.8012,1.3884535282104347
21,INT 8-8-4-8,5,94.801,1.9341257715050444
51,INT 2-4-2-8,5,94.7836,1.1406591515435271
31,INT 8-2-4-8,5,94.7788,3.834048343461522
21,INT 8-4-2-8,5,94.745,1.7315926195268945
81,INT 2-4-4-2,5,94.7448,1.5589335136560503
51,INT 2-2-2-8,5,94.6928,1.3103952457178685
81,INT 2-4-2-2,5,94.6754,1.677179268891671
31,INT 4-2-2-4,5,94.65520000000001,2.2136808035486975
51,INT 2-4-8-8,5,94.6534,1.613869976175281
51,INT 2-2-8-8,5,94.652,0.9236866351745071
101,INT 2-4-4-4,5,94.64,2.8729764182812207
51,INT 2-2-4-4,5,94.6276,0.8521433564841049
51,INT 2-4-4-4,5,94.6272,1.62624589161664
51,INT 2-2-4-8,5,94.6214,0.926228805425527
61,INT 2-2-2-4,5,94.6122,1.8956380719958132
31,INT 8-2-8-4,5,94.6042,4.393953481774699
21,INT 4-8-2-4,5,94.5894,1.4939872154740823
51,INT 2-4-4-2,5,94.5724,1.7420490234204093
51,INT 2-2-2-4,5,94.561,1.32394882831626
51,INT 2-8-4-2,5,94.5582,1.782560994748843
51,INT 2-4-8-4,5,94.55260000000001,1.747561815787922
21,INT 4-8-8-4,5,94.5496,1.4580985220484912
21,INT 4-8-4-8,5,94.54159999999999,1.4151311953313743
51,INT 2-4-8-2,5,94.54159999999999,1.8208618289150877
21,INT 4-8-8-8,5,94.5338,1.4375771979271221
31,INT 4-2-8-2,5,94.5336,2.538806570024584
51,INT 2-8-4-4,5,94.5336,1.8572071236133032
71,INT 2-4-4-4,5,94.5306,2.2199784458413125
21,INT 4-8-4-4,5,94.527,1.4616406877204795
51,INT 2-8-8-2,5,94.5258,1.8439363329572993
21,INT 4-8-8-2,5,94.5088,1.4539445312665802
101,INT 2-4-2-2,5,94.5032,3.0709060063766276
31,INT 4-2-4-2,5,94.4992,2.561788574414367
31,INT 4-2-8-8,5,94.4988,2.603063522083163
101,INT 2-4-8-4,5,94.4956,2.7905241084785484
21,INT 4-8-2-8,5,94.4946,1.5834123910087352
31,INT 4-2-4-8,5,94.4944,2.5264268839608297
51,INT 2-8-8-8,5,94.48679999999999,1.9012211076042695
21,INT 4-4-2-8,5,94.4788,1.4040308757288738
61,INT 2-2-8-8,5,94.47200000000001,1.9822029411742867
101,INT 2-4-2-4,5,94.4704,2.947910921313598
51,INT 2-2-8-2,5,94.4614,1.1021915895160914
21,INT 4-8-2-2,5,94.4592,1.42589820814811
61,INT 2-2-4-4,5,94.441,2.170814017828334
31,INT 4-2-4-4,5,94.4396,2.3863788048002705
51,INT 2-4-4-8,5,94.439,1.258894157584347
21,INT 4-8-4-2,5,94.41940000000001,1.3761743348863962
71,INT 2-8-4-4,5,94.4178,2.232401330406349
101,INT 2-4-4-8,5,94.4008,2.812597322760579
21,INT 4-4-8-4,5,94.3952,1.5363436139093374
71,INT 2-8-2-4,5,94.3806,2.02704052746856
71,INT 2-8-2-8,5,94.37480000000001,2.190012488548864
71,INT 2-4-8-8,5,94.3742,2.142742798377822
21,INT 4-4-8-8,5,94.3588,1.504614302736751
71,INT 2-4-8-4,5,94.3578,2.1967506003185715
21,INT 4-4-2-4,5,94.3564,1.588592710546032
21,INT 4-4-4-4,5,94.3548,1.5363159505778763
101,INT 2-8-2-8,5,94.35260000000001,3.3287409481664425
61,INT 2-2-8-4,5,94.352,2.256929440633889
101,INT 2-4-4-2,5,94.3454,3.071023982322509
21,INT 4-4-4-2,5,94.3414,1.3924323322876375
21,INT 4-4-4-8,5,94.33840000000001,1.430595435474329
61,INT 2-8-2-4,5,94.33779999999999,1.70755708542936
101,INT 2-2-2-8,5,94.3374,2.695866613911007
101,INT 2-4-2-8,5,94.3368,2.991384077646999
31,INT 4-2-2-8,5,94.315,3.134216010424301
61,INT 2-2-2-8,5,94.3098,1.8470644818197357
101,INT 2-8-2-4,5,94.3012,3.3348015233293897
51,INT 2-8-4-8,5,94.29960000000001,2.2044885574663313
21,INT 4-4-8-2,5,94.298,1.3753788568972565
31,INT 4-2-2-2,5,94.29480000000001,2.3913558288134356
51,INT 2-2-4-2,5,94.2942,1.5914099723201396
61,INT 2-2-4-8,5,94.2924,1.9020387220033135
71,INT 2-8-4-8,5,94.289,2.126486538871104
71,INT 2-4-2-2,5,94.28720000000001,2.5978658933824885
71,INT 2-4-4-8,5,94.2812,2.383221601110572
71,INT 2-4-8-2,5,94.2726,2.5825185962544444
71,INT 2-8-8-8,5,94.2696,2.1777043646923273
71,INT 2-4-2-8,5,94.26939999999999,2.147556006254554
71,INT 2-4-4-2,5,94.256,2.6099056496356337
101,INT 2-8-8-8,5,94.252,3.311678652888892
71,INT 2-8-8-4,5,94.23620000000001,2.1646702289263358
101,INT 2-8-4-8,5,94.23440000000001,3.295647022968333
101,INT 2-4-8-2,5,94.2328,2.9693237782363884
101,INT 2-8-4-4,5,94.2182,3.2902573911473834
51,INT 2-2-2-2,5,94.2132,1.60653437560483
31,INT 4-2-8-4,5,94.2096,3.021883071860994
101,INT 2-8-8-4,5,94.20660000000001,3.3314118328420443
101,INT 2-8-8-2,5,94.1994,3.3130007998791626
71,INT 2-8-8-2,5,94.1698,2.5787493480367623
71,INT 2-4-2-4,5,94.1542,2.1643114840521465
21,INT 4-4-2-2,5,94.1502,1.5059178928480792
101,INT 2-8-2-2,5,94.1276,3.6323316616190273
101,INT 2-8-4-2,5,94.1238,3.3731611583201935
101,INT 2-2-4-8,5,94.1194,3.025700299104324
51,INT 2-8-8-4,5,94.089,2.2611281476289675
61,INT 2-4-2-4,5,94.0672,1.6835571567368897
81,INT 2-2-4-4,5,94.0442,1.6423839989478703
61,INT 2-4-2-8,5,94.0318,1.7192176127529681
61,INT 2-8-2-8,5,94.0314,2.0520059210440866
61,INT 2-2-8-2,5,94.023,2.0798737942481047
61,INT 2-8-2-2,5,94.00460000000001,1.5306873619390746
101,INT 2-2-2-4,5,93.997,3.2491300374100143
91,INT 2-8-2-8,5,93.9782,4.339767816369905
71,INT 2-8-4-2,5,93.9768,2.4957156689014126
61,INT 2-2-4-2,5,93.9682,2.13539520932309
91,INT 2-8-2-4,5,93.9376,4.328257593997843
81,INT 2-2-8-8,5,93.92699999999999,1.9549425822770365
51,INT 2-2-8-4,5,93.909,1.439159998054419
81,INT 2-2-8-4,5,93.8894,1.5978857280794487
91,INT 2-2-2-4,5,93.8888,3.2630668396464113
61,INT 2-4-2-2,5,93.86600000000001,1.6342885302173498
101,INT 2-2-8-8,5,93.8558,2.5267929673797993
71,INT 2-8-2-2,5,93.83,2.470528081200454
81,INT 2-2-4-8,5,93.8298,1.6977940687845532
61,INT 2-2-2-2,5,93.8212,2.0774396982824763
61,INT 2-8-8-8,5,93.804,2.0525513391874033
91,INT 2-2-4-8,5,93.7936,3.3817153635396324
81,INT 2-2-2-4,5,93.7764,1.814274042144681
91,INT 2-4-2-8,5,93.7686,4.2872243118362645
101,INT 2-2-8-2,5,93.7622,3.4017180512205862
61,INT 2-8-4-2,5,93.7526,1.9137032946619528
91,INT 2-8-2-2,5,93.744,4.5551324898404415
101,INT 2-2-2-2,5,93.7196,3.4918150437845332
91,INT 2-2-2-8,5,93.717,3.3186962048370776
81,INT 2-2-2-2,5,93.71560000000001,1.496324262985804
101,INT 2-2-4-4,5,93.70660000000001,2.96707714763199
61,INT 2-8-8-2,5,93.70219999999999,1.9331266642411185
91,INT 2-8-4-4,5,93.6852,4.65306401202477
61,INT 2-4-8-4,5,93.683,1.9970672247072718
61,INT 2-4-4-8,5,93.6702,2.081671852141927
61,INT 2-4-4-4,5,93.6646,2.0043236515094067
91,INT 2-8-4-8,5,93.6632,4.7079457515991
61,INT 2-8-4-8,5,93.659,2.175665875082848
91,INT 2-2-4-4,5,93.6568,3.4304052530276956
61,INT 2-4-8-8,5,93.6524,2.0945238838456777
81,INT 2-2-2-8,5,93.6416,1.5240289695409377
61,INT 2-8-4-4,5,93.63300000000001,2.1212565851400464
101,INT 2-2-4-2,5,93.631,3.385096527427257
81,INT 2-2-8-2,5,93.6254,1.9086152833926526
91,INT 2-8-8-4,5,93.6234,4.796328001711307
61,INT 2-4-4-2,5,93.617,1.9577762895693702
91,INT 2-2-2-2,5,93.61580000000001,3.609498261531645
81,INT 2-2-4-2,5,93.565,1.9627219619701637
91,INT 2-4-2-4,5,93.5516,4.652984558323826
101,INT 2-2-8-4,5,93.55019999999999,3.1921116365190008
91,INT 2-8-8-8,5,93.5452,4.9749869547567656
91,INT 2-2-8-8,5,93.5396,3.634134670041832
91,INT 2-2-8-4,5,93.532,3.7672918655182586
71,INT 2-2-2-8,5,93.5248,2.4431402333881684
71,INT 2-2-2-4,5,93.4744,2.377190421484992
91,INT 2-2-8-2,5,93.473,3.7985932264458118
91,INT 2-8-4-2,5,93.4706,4.864551037865668
101,INT 2-4-8-8,5,93.4548,4.203427732220452
71,INT 2-2-4-4,5,93.4284,1.960983758219325
91,INT 2-8-8-2,5,93.4044,5.067064663096374
71,INT 2-2-8-4,5,93.3648,2.31981684621868
91,INT 2-4-2-2,5,93.3596,4.576046689010074
61,INT 2-8-8-4,5,93.326,2.8822791329085407
21,INT 8-2-8-2,5,93.30499999999999,2.1750565509889697
91,INT 2-4-4-8,5,93.29740000000001,5.303739086719854
91,INT 2-2-4-2,5,93.2966,3.7506562492449245
91,INT 2-4-4-4,5,93.28299999999999,5.287219921660153
21,INT 8-2-2-2,5,93.27799999999999,2.0733370444768506
91,INT 2-4-8-2,5,93.218,5.0079841752944905
91,INT 2-4-8-8,5,93.13040000000001,5.679101627898556
71,INT 2-2-4-8,5,93.0958,2.317198027791326
21,INT 8-2-2-8,5,93.0784,2.290700831623368
61,INT 2-4-8-2,5,93.06960000000001,3.0553267092080363
21,INT 8-2-8-4,5,93.0584,2.346189101500561
21,INT 8-2-4-8,5,93.01700000000001,2.3455183861995224
91,INT 2-4-8-4,5,92.9516,5.889679388557581
91,INT 2-4-4-2,5,92.9418,5.630374206036396
21,INT 8-2-8-8,5,92.8768,2.383709021671896
41,INT 2-8-2-8,5,92.86,2.9053642628765153
41,INT 2-4-2-2,5,92.8578,2.520116406041593
71,INT 2-2-8-2,5,92.856,2.7872392254702545
71,INT 2-2-2-2,5,92.8464,2.717602767146071
71,INT 2-2-8-8,5,92.8444,2.2530319127788654
41,INT 2-4-2-8,5,92.83399999999999,2.570879713249923
71,INT 2-2-4-2,5,92.80879999999999,2.599491142512318
41,INT 2-8-8-8,5,92.7924,3.1469506351387198
41,INT 2-4-2-4,5,92.7816,2.5943660690041446
41,INT 2-8-8-2,5,92.7714,3.0892090087917365
41,INT 2-8-8-4,5,92.7698,3.115010224702321
41,INT 2-8-2-4,5,92.767,2.954917511539031
41,INT 2-8-4-2,5,92.764,3.093878876103584
41,INT 2-8-4-4,5,92.7418,3.153014065937545
21,INT 8-2-4-4,5,92.7342,2.321728817067144
41,INT 2-8-4-8,5,92.7298,3.1982637789900936
41,INT 2-8-2-2,5,92.71759999999999,2.823048759763102
41,INT 2-4-4-2,5,92.7048,2.916442473288312
21,INT 8-2-2-4,5,92.70320000000001,2.3321532325299734
41,INT 2-4-8-8,5,92.69539999999999,3.080836136505808
41,INT 2-4-8-4,5,92.6952,3.0468946814748907
21,INT 4-2-4-8,5,92.6892,1.730260876284268
41,INT 2-4-4-4,5,92.663,3.0192345056321823
41,INT 2-4-8-2,5,92.6562,3.002169249059755
21,INT 4-2-4-2,5,92.6352,1.7261977580798813
21,INT 8-2-4-2,5,92.5544,2.5368264229150608
41,INT 2-4-4-8,5,92.5186,2.960455927724648
21,INT 4-2-8-8,5,92.4984,1.7293765639674863
21,INT 4-2-4-4,5,92.4588,1.6266384662856035
21,INT 4-2-2-4,5,92.2908,1.7150899976386087
21,INT 4-2-2-2,5,92.28920000000001,1.8880530183233781
21,INT 4-2-8-2,5,92.2158,1.8291590144107273
41,INT 2-2-4-4,5,92.1324,3.6104232854334413
21,INT 4-2-8-4,5,92.1148,1.865369051957275
41,INT 2-2-8-8,5,92.0984,3.682205969252668
41,INT 2-2-4-2,5,92.07079999999999,3.377763342805418
41,INT 2-2-8-4,5,92.0386,3.587824382547168
41,INT 2-2-4-8,5,91.95320000000001,3.578026788608499
41,INT 2-2-2-2,5,91.7794,3.2123929242855773
41,INT 2-2-2-8,5,91.72380000000001,3.747541354007982
21,INT 4-2-2-8,5,91.7088,2.086196227587422
41,INT 2-2-8-2,5,91.5808,4.613529093871628
41,INT 2-2-2-4,5,91.26759999999999,3.6977079792758136
31,INT 2-2-8-4,5,90.18119999999999,1.7294118075230054
31,INT 2-2-4-4,5,89.85560000000001,1.870530486252497
31,INT 2-2-8-8,5,89.8546,2.0885928995378675
31,INT 2-2-2-2,5,89.8306,1.7906538749853393
31,INT 2-2-4-2,5,89.8274,1.8429846174073186
31,INT 2-2-2-4,5,89.7174,1.9927929646604046
31,INT 2-2-4-8,5,89.685,2.018334833470409
31,INT 2-8-2-8,5,89.3974,3.429838378116376
31,INT 2-8-4-8,5,89.367,3.272377194028831
31,INT 2-8-8-8,5,89.34020000000001,3.2089990183856356
31,INT 2-8-8-4,5,89.3344,3.223305027452413
31,INT 2-8-4-4,5,89.3288,3.319186752805573
31,INT 2-4-8-4,5,89.2784,3.126925534770539
31,INT 2-8-2-2,5,89.2488,3.244947642104573
31,INT 2-8-2-4,5,89.229,3.324173205475309
31,INT 2-2-2-8,5,89.21860000000001,2.216719716157184
31,INT 2-8-4-2,5,89.2148,3.150224864989805
31,INT 2-2-8-2,5,89.2082,2.719347201076016
31,INT 2-8-8-2,5,89.20660000000001,3.2191438768716165
31,INT 2-4-2-2,5,89.1658,3.1362339198471814
31,INT 2-4-2-4,5,89.14059999999999,3.402436670975669
31,INT 2-4-8-8,5,89.12440000000001,3.025405229056104
31,INT 2-4-2-8,5,89.0826,3.5658187418880405
31,INT 2-4-4-2,5,89.0338,3.078522811349632
31,INT 2-4-4-8,5,89.005,2.9774952560835404
31,INT 2-4-4-4,5,88.7806,3.181548255173888
31,INT 2-4-8-2,5,88.7336,2.9614875147465995
21,INT 2-4-8-4,5,88.71119999999999,3.2452933919755256
21,INT 2-8-8-4,5,88.6602,3.6682800738220647
21,INT 2-8-8-8,5,88.5848,3.7397728808043933
21,INT 2-4-8-2,5,88.5282,3.6219186490035913
21,INT 2-8-2-4,5,88.526,3.5986194575142285
21,INT 2-8-4-2,5,88.5138,3.8370729338911445
21,INT 2-8-4-4,5,88.51,3.7904409374108425
21,INT 2-8-8-2,5,88.5058,3.8381215066748475
21,INT 2-4-8-8,5,88.4758,3.370720724118218
21,INT 2-4-2-8,5,88.44239999999999,3.0845701969642354
21,INT 2-8-2-2,5,88.4366,3.6111216124633643
21,INT 2-4-4-2,5,88.3486,3.6316471882604433
21,INT 2-4-4-4,5,88.2656,3.7941690526385403
21,INT 2-8-4-8,5,88.2316,3.45806742270881
21,INT 2-4-4-8,5,88.1866,3.834550990663708
21,INT 2-4-2-2,5,88.15180000000001,3.867367476721085
21,INT 2-8-2-8,5,88.1138,3.822830064232518
21,INT 2-4-2-4,5,87.7444,3.310312115193974
21,INT 2-2-8-8,5,86.62100000000001,2.606974587524781
21,INT 2-2-2-8,5,86.467,2.302510369140616
21,INT 2-2-8-4,5,86.40180000000001,2.4176384551872134
21,INT 2-2-4-8,5,86.2688,3.2415709463159974
21,INT 2-2-4-4,5,86.1442,3.455154005250707
21,INT 2-2-4-2,5,86.02340000000001,3.120032419703362
21,INT 2-2-8-2,5,85.9432,2.4730490694686957
21,INT 2-2-2-2,5,85.8428,2.6402059957510864
21,INT 2-2-2-4,5,85.73479999999999,3.191609108271248
11,INT 8-8-8-8,5,84.8388,2.8829746270128718
11,INT 8-4-4-8,5,84.8178,2.7237965599508374
11,INT 8-8-4-8,5,84.7912,3.1739653747323637
11,INT 8-8-8-2,5,84.7226,3.0465982340965088
11,INT 8-4-8-2,5,84.6966,2.7825192362317956
11,INT 8-8-8-4,5,84.652,2.9754788690225946
11,INT 8-8-2-8,5,84.5966,2.985702647619148
11,INT 8-8-4-4,5,84.5806,3.3591688406509133
11,INT 8-8-4-2,5,84.5528,3.222586647399879
11,INT 8-4-4-4,5,84.5492,2.289735945474934
11,INT 4-8-8-2,5,84.4648,3.127337397851406
11,INT 4-4-8-4,5,84.4558,2.170792988748578
11,INT 4-8-8-4,5,84.4356,3.0375342467205133
11,INT 4-8-4-4,5,84.41760000000001,2.965445632615782
11,INT 4-8-8-8,5,84.4144,2.9713876051434336
11,INT 8-4-8-8,5,84.39099999999999,3.0829103133240796
11,INT 8-4-4-2,5,84.378,2.3112605867794245
11,INT 4-8-4-2,5,84.35499999999999,2.9533859382071905
11,INT 8-8-2-2,5,84.3346,2.845699790912591
11,INT 8-8-2-4,5,84.3016,2.4354219962873045
11,INT 4-8-4-8,5,84.26320000000001,3.047128599189734
11,INT 8-4-2-4,5,84.2536,2.6574525960024182
11,INT 8-4-2-8,5,84.2438,3.2457377743742604
11,INT 8-4-8-4,5,84.2172,3.3827222321674646
11,INT 4-8-2-8,5,84.2128,2.9807531263088483
11,INT 4-8-2-4,5,84.2124,2.793793890035553
11,INT 4-4-2-8,5,84.2008,2.6185494457810052
11,INT 8-4-2-2,5,84.113,2.949073668120215
11,INT 4-4-4-8,5,84.0342,3.307936773881878
11,INT 4-4-8-8,5,84.0068,3.0819322997106906
11,INT 4-8-2-2,5,83.99499999999999,2.6503236594801036
11,INT 4-4-4-4,5,83.753,3.5062663190350976
11,INT 4-4-2-4,5,83.6488,3.0150390876404876
11,INT 4-4-8-2,5,83.30120000000001,4.357407509058568
11,INT 4-4-2-2,5,83.2898,3.100648270926584
11,INT 4-4-4-2,5,83.2552,3.235874024123932
11,INT 8-2-4-4,5,82.87899999999999,2.2365796431158027
11,INT 4-2-8-8,5,82.5494,1.7869918298638001
11,INT 8-2-8-4,5,82.5054,1.8612148720660895
11,INT 8-2-8-8,5,82.431,2.4654932569366266
11,INT 8-2-2-8,5,82.3498,2.249719915900639
11,INT 8-2-2-4,5,82.3026,2.191685492948292
11,INT 8-2-4-2,5,82.1716,2.2404863980841347
11,INT 8-2-8-2,5,82.16499999999999,1.8230752864322375
11,INT 4-2-8-2,5,82.148,1.7586001535312095
11,INT 8-2-2-2,5,82.1216,0.9463766691967834
11,INT 8-2-4-8,5,82.09479999999999,2.0084406140087876
11,INT 4-2-4-4,5,82.0486,1.8164265192955114
11,INT 4-2-4-2,5,81.6096,2.134951123562317
11,INT 4-2-4-8,5,81.5738,2.75710377026328
11,INT 4-2-8-4,5,81.26939999999999,2.611942916680986
11,INT 4-2-2-4,5,81.187,1.6463801201423711
11,INT 4-2-2-2,5,80.9222,2.04443077652436
11,INT 4-2-2-8,5,80.7826,1.2267001671150088
11,INT 2-8-8-4,5,78.01140000000001,3.437096929095836
11,INT 2-8-4-4,5,77.959,3.30509833439188
11,INT 2-8-8-8,5,77.9232,3.475554373046116
11,INT 2-8-4-8,5,77.869,3.394837624982967
11,INT 2-4-8-4,5,77.62899999999999,3.6759573582945726
11,INT 2-4-4-4,5,77.62660000000001,3.682026656611824
11,INT 2-4-8-8,5,77.2642,3.5480369502021802
11,INT 2-4-4-8,5,77.263,3.7040770780317187
11,INT 2-8-8-2,5,77.05359999999999,3.4674199774472076
11,INT 2-8-4-2,5,77.00640000000001,3.3112127385596968
11,INT 2-4-4-2,5,76.9926,3.4158413751226817
11,INT 2-8-2-8,5,76.9308,3.353621803364238
11,INT 2-4-8-2,5,76.8222,3.410095409222449
11,INT 2-8-2-4,5,76.7844,3.5814246885841428
11,INT 2-4-2-8,5,76.7754,3.047626092551386
11,INT 2-8-2-2,5,76.4804,3.338940370836235
11,INT 2-4-2-4,5,76.27000000000001,3.308638239517888
11,INT 2-4-2-2,5,75.744,3.6424845229595717
11,INT 2-2-8-4,5,75.73140000000001,3.2215718678930623
11,INT 2-2-8-8,5,75.6308,3.159792904606249
11,INT 2-2-4-8,5,75.44980000000001,2.935236055243264
11,INT 2-2-4-4,5,75.265,4.135732039192087
11,INT 2-2-4-2,5,74.739,2.9103157904254946
11,INT 2-2-2-4,5,74.5544,2.3586948297734485
11,INT 2-2-8-2,5,74.5146,2.730259566414885
11,INT 2-2-2-8,5,74.25699999999999,2.8737454654161665
11,INT 2-2-2-2,5,74.1192,2.782213722919218
5,INT 8-8-8-4,5,69.92580000000001,0.8720479917986215
5,INT 8-8-8-2,5,69.8458,0.8562626349432725
5,INT 8-8-4-8,5,69.796,0.8930109181863303
5,INT 8-8-4-4,5,69.78240000000001,0.9909595349962574
5,INT 8-8-8-8,5,69.7598,0.8440069312511621
5,INT 8-8-4-2,5,69.7534,0.9157744263736604
5,INT 8-8-2-2,5,69.2028,1.2328798400493128
5,INT 8-8-2-4,5,69.1702,1.041757265393431
5,INT 8-4-8-8,5,69.1348,0.9369726250003261
5,INT 8-8-2-8,5,69.1078,1.2218973770329484
5,INT 8-4-8-2,5,68.95320000000001,0.7489577424661551
5,INT 8-4-4-8,5,68.89779999999999,1.1168324404314172
5,INT 8-4-8-4,5,68.7992,0.8769878562443186
5,INT 8-4-4-2,5,68.7124,0.8547948876777436
5,INT 8-4-2-8,5,68.6256,0.7717465905334587
5,INT 4-8-8-8,5,68.463,1.7672032990010007
5,INT 4-8-4-8,5,68.4092,1.3015360924692039
5,INT 4-8-2-2,5,68.3418,1.2323971356669023
5,INT 4-8-8-2,5,68.327,0.8680817933812488
5,INT 8-4-4-4,5,68.30879999999999,0.4291324970216073
5,INT 4-8-8-4,5,68.2354,2.092164620673999
5,INT 4-8-2-8,5,68.1694,1.4982886237304252
5,INT 4-8-4-4,5,68.1336,1.9757477824864145
5,INT 8-4-2-4,5,68.09299999999999,0.4291683818736025
5,INT 4-8-2-4,5,68.0272,1.8252282596979474
5,INT 8-4-2-2,5,67.9964,0.5699248196034288
5,INT 4-8-4-2,5,67.9932,1.650759582737603
5,INT 4-4-8-4,5,67.7974,1.4312140999864422
5,INT 4-4-4-8,5,67.6888,1.4702505568779782
5,INT 4-4-4-4,5,67.6674,1.4831219774516178
5,INT 4-4-8-2,5,67.6346,1.4439575132253744
5,INT 4-4-4-2,5,67.5364,1.2095444597037366
5,INT 4-4-2-4,5,67.3998,1.459363114512631
5,INT 4-4-8-8,5,67.373,2.10399679182265
5,INT 4-4-2-8,5,66.7696,1.5992807133208355
5,INT 4-4-2-2,5,66.3852,0.8846910195090693
5,INT 8-2-4-4,5,64.4528,1.9575877247265339
5,INT 8-2-8-2,5,64.4486,2.0599909708540003
5,INT 8-2-8-8,5,64.37440000000001,2.1388979171526645
5,INT 8-2-4-8,5,64.237,2.044285082859044
5,INT 8-2-8-4,5,64.12039999999999,2.88884774607455
5,INT 4-2-4-4,5,63.8514,2.7935146858393316
5,INT 8-2-2-2,5,63.6856,2.455055661283466
5,INT 8-2-4-2,5,63.5788,2.791351858866956
5,INT 4-2-4-8,5,63.4524,3.452379295500423
5,INT 8-2-2-4,5,63.3972,3.0196701309911353
5,INT 4-2-4-2,5,63.3768,2.726434613189909
5,INT 4-2-2-4,5,63.368399999999994,3.5741952660703906
5,INT 4-2-8-8,5,63.309400000000004,3.5326531530848024
5,INT 4-2-8-2,5,63.22619999999999,3.8786460524260296
5,INT 2-8-8-8,5,63.1654,0.8204707794918743
5,INT 8-2-2-8,5,63.1558,2.655604017921345
5,INT 4-2-2-8,5,63.142399999999995,2.656490786733504
5,INT 2-8-8-4,5,63.063599999999994,1.0019539909596633
5,INT 4-2-8-4,5,63.041,3.544060453773325
5,INT 2-8-2-4,5,62.8498,1.8647675994611252
5,INT 2-8-8-2,5,62.8476,0.8169827415557814
5,INT 2-8-4-4,5,62.839,1.0186238265424592
5,INT 2-8-2-8,5,62.8356,1.8898345959369045
5,INT 2-8-4-8,5,62.806799999999996,0.973818617608024
5,INT 2-8-4-2,5,62.757600000000004,0.7474411682533937
5,INT 4-2-2-2,5,62.705,3.9398762036388915
5,INT 2-4-8-8,5,62.67960000000001,1.0991011327443885
5,INT 2-4-4-4,5,62.636799999999994,1.377021858940517
5,INT 2-4-4-8,5,62.3898,1.2188766139359664
5,INT 2-4-2-4,5,62.361799999999995,1.8551565163079866
5,INT 2-8-2-2,5,62.3332,1.0498636578146705
5,INT 2-4-8-4,5,62.2798,1.530488876143831
5,INT 2-4-2-8,5,62.0548,1.6060595256714487
5,INT 2-4-8-2,5,61.94539999999999,1.1559458464824395
5,INT 2-4-4-2,5,61.9388,0.9572976026294022
5,INT 2-4-2-2,5,61.4952,1.5123024499087483
5,INT 2-2-8-8,5,59.5576,1.9879686365735256
5,INT 2-2-4-2,5,59.303999999999995,2.868620748722284
5,INT 2-2-4-8,5,59.2938,1.6504524228222992
5,INT 2-2-2-4,5,59.2722,2.0337314719500217
5,INT 2-2-8-4,5,59.196000000000005,2.0955854790487543
5,INT 2-2-2-8,5,59.151599999999995,2.1565910136138484
5,INT 2-2-4-4,5,58.87480000000001,2.749284488735206
5,INT 2-2-8-2,5,58.8668,2.5589195376173937
5,INT 2-2-2-2,5,58.787,1.4244304124807226
